street,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/street,0,1
house,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/house,0,1
buildNum,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/buildNum,0,1
flat,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/flat,0,1
sWIFTAddrB,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/sWIFTAddrB,0,1
sWIFTAddrC,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/sWIFTAddrC,0,1
sWIFTAddrL,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/sWIFTAddrL,0,1
sWIFTAddrH,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/sWIFTAddrH,0,1
idCountry,WSTypeDecimal120,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/idCountry,0,1
countryCode,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/countryCode,0,1
idRayonType,WSTypeDecimal120,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/idRayonType,0,1
rayonTypeCode,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/rayonTypeCode,0,1
idInhLocType,WSTypeDecimal120,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/idInhLocType,0,1
inhLocTypeCode,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/inhLocTypeCode,0,1
idStreetType,WSTypeDecimal120,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/idStreetType,0,1
streetTypeCode,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/streetTypeCode,0,1
idRegCode,WSTypeDecimal120,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/idRegCode,0,1
regCodeCode,WSTypeChar255,/UWSConsumerSubjectInfoGetGetGoldRecOutParms/subList/resultSetRow/conList/resultSetRow/addr/resultSetRow/regCodeCode,0,1
